"内部序号","分组一","分组二","分组三","分组四","分组五","类型","测量量程最小值","测量量程最大值","单位","断线上限","断线下限","设定上限","设定下限","阶码","报警方式","报警级别","报警延时","参数补偿编号","回差值","曲线编号","多点编号","网关IP","系统编号","分系统编号","站名称","站ID","IO模块类型","IO模块ID","点号","1/0有效","满量程上限","满量程下限","滤波标志","滤波次数","平均值处理标志","精度","斜率参数(A)","偏移参数(B)","刷新时间","A/D增益值","使用","开关状态","有报警","折线编号","1级报警","2级报警","3级报警","网关显示","参数类别","封装盒","选择","特殊ID标识","平均值与限值标志","OPC标志","安全标志","备份1","备份2","备份3","备份4","备份5","局域网","vdr","导航","备份6","备份7","备份8","备份9","备份10","测点名称","测点名称_en","简称","简称_tmp","测点号"
282,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",1,19,"-1",6.00000000e+02,-6.00000000e+02,1,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机6号缸排气温度偏差",,"左主机6号缸排气温度偏差",,"0119"
283,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",1,20,"-1",6.00000000e+02,-6.00000000e+02,1,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机7号缸排气温度偏差",,"左主机7号缸排气温度偏差",,"0120"
284,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",1,21,"-1",6.00000000e+02,-6.00000000e+02,1,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机8号缸排气温度偏差",,"左主机8号缸排气温度偏差",,"0121"
285,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",1,22,"-1",6.00000000e+02,-6.00000000e+02,1,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机9号缸排气温度偏差",,"左主机9号缸排气温度偏差",,"0122"
286,1,0,0,0,0,"4-20mA输入",0.00000000e+00,6.00000000e+02,"℃",,,5.90000000e+02,0.00000000e+00,"0","0","1",2.00000000e+01,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",1,23,"-1",6.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机增压器进口排气温度",,"左主机增压器进口排气温度",,"0123"
287,1,0,0,0,0,"4-20mA输入",0.00000000e+00,6.00000000e+02,"℃",,,4.50000000e+02,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",1,24,"-1",6.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机增压器出口排气温度",,"左主机增压器出口排气温度",,"0124"
288,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.60000000e+01,"bar",,,8.00000012e-01,0.00000000e+00,"1","0","0",2.00000000e+01,,"0",,,,1,1,"1#串口",3,"HT-9981 串口1模块",1,25,"-1",1.60000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机燃油滤器压差高",,"左主机燃油滤器压差高",,"0125"
473,0,0,0,0,0,"4-20mA输入",0.00000000e+00,6.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,11,"-1",6.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机8号缸排气温度",,"右主机8号缸排气温度",,"0211"
474,0,0,0,0,0,"4-20mA输入",0.00000000e+00,6.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,12,"-1",6.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机9号缸排气温度",,"右主机9号缸排气温度",,"0212"
475,0,0,0,0,0,"4-20mA输入",0.00000000e+00,6.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,13,"-1",6.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右主机排气温度平均值",,"右主机排气温度平均值",,"0213"
476,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,14,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机1号缸排气温度偏差",,"右主机1号缸排气温度偏差",,"0214"
477,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,15,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机2号缸排气温度偏差",,"右主机2号缸排气温度偏差",,"0215"
478,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,16,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机3号缸排气温度偏差",,"右主机3号缸排气温度偏差",,"0216"
479,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,17,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机4号缸排气温度偏差",,"右主机4号缸排气温度偏差",,"0217"
480,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,18,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机5号缸排气温度偏差",,"右主机5号缸排气温度偏差",,"0218"
481,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,19,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机6号缸排气温度偏差",,"右主机6号缸排气温度偏差",,"0219"
482,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,20,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机7号缸排气温度偏差",,"右主机7号缸排气温度偏差",,"0220"
483,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,21,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机8号缸排气温度偏差",,"右主机8号缸排气温度偏差",,"0221"
484,1,0,0,0,0,"4-20mA输入",-6.00000000e+02,6.00000000e+02,"℃",,,5.00000000e+01,-5.00000000e+01,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,22,"-1",6.00000000e+02,-6.00000000e+02,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机9号缸排气温度偏差",,"右主机9号缸排气温度偏差",,"0222"
485,1,0,0,0,0,"4-20mA输入",0.00000000e+00,6.00000000e+02,"℃",,,5.90000000e+02,0.00000000e+00,"0","0","1",2.00000000e+01,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",1,23,"-1",6.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机增压器进口排气温度",,"右主机增压器进口排气温度",,"0223"
657,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,30,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,657,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"集控台AC220应急电源失电",,"集控台AC220应急电源失电",,"1965"
658,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,2,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,658,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机降负荷动作",,"右主机降负荷动作",,"937"
659,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,3,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,659,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机降负荷取消",,"左主机降负荷取消",,"938"
660,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,4,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,660,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机降负荷取消",,"右主机降负荷取消",,"939"
661,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,5,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,661,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主推进系统故障",,"左主推进系统故障",,"940"
662,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,6,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,662,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主推进系统故障",,"右主推进系统故障",,"941"
663,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,7,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,663,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主推进备用系统电源故障",,"左主推进备用系统电源故障",,"942"
664,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,8,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,664,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主推进备用系统电源故障",,"右主推进备用系统电源故障",,"943"
665,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,9,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,665,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"水密门AC380V失电报警",,"水密门AC380V失电报警",,"947"
666,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,10,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,666,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"水密门DC24V失电报警",,"水密门DC24V失电报警",,"948"
667,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,11,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,667,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"水密门油箱液位低",,"水密门油箱液位低",,"949"
668,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,12,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"0",1,668,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"水密门蓄能器压力低",,"水密门蓄能器压力低",,"950"
669,0,0,0,0,0,"开关量输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",1,29,"-1",,,1,64,0,"-1",,,0,0.00000000e+00,1,"5",0,669,0,0,0,0,0,0,0,,0,0,0,,,,,,0,0,0,,,,,,"左机缸套水预加热器运行",,"左机缸套水预加热器运行",,"1426"
690,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,15,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,690,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"2#发电机一类故障",,"2#发电机一类故障",,"2115"
691,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,16,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,691,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"2#发电机二类故障",,"2#发电机二类故障",,"2116"
692,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,17,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"5",0,692,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"轴带发电机运行状态",,"轴带发电机运行状态",,"2117"
693,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,18,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,693,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"轴带发电机组合闸",,"轴带发电机组合闸",,"2118"
694,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,19,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,694,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"轴带发电机组综合故障",,"轴带发电机组综合故障",,"2119"
695,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,20,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,695,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"轴带发电机主开关合闸失败",,"轴带发电机主开关合闸失败",,"2120"
696,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,21,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,696,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"轴带发电机主开关故障脱扣",,"轴带发电机主开关故障脱扣",,"2121"
697,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,22,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,697,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"轴带发电机备用3",,"轴带发电机备用3",,"2122"
698,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,23,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,698,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"轴带发电机备用4",,"轴带发电机备用4",,"2123"
699,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,24,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,699,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"汇流排母联开关1状态",,"汇流排母联开关1状态",,"2124"
700,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,25,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,700,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"汇流排母联开关2状态",,"汇流排母联开关2状态",,"2125"
701,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,26,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,701,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"电站管理状态",,"电站管理状态",,"2126"
702,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,27,"-1",1.00000000e+00,0.00000000e+00,1,64,0,,,,0,0.00000000e+00,1,"0",1,702,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主汇流排电压异常（高&低）",,"主汇流排电压异常(高&低)",,"2127"
703,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,28,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,703,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主汇流排频率低",,"主汇流排频率低",,"2128"
704,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,29,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,704,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"自动卸载（优先脱扣）报警",,"自动卸载（优先脱扣）报警",,"2129"
705,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,30,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,705,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"备用状态4",,"备用状态4",,"2130"
706,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,31,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,706,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"备用状态5",,"备用状态5",,"2131"
707,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",9,32,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"3",0,707,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"备用状态6",,"备用状态6",,"2132"
708,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",10,1,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,708,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主配电板综合故障报警",,"主配电板综合故障报警",,"2133"
709,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",10,2,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,709,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主配电板AC400V绝缘低报警",,"主配电板AC400V绝缘低报警",,"2134"
710,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",10,3,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,710,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"主配电板AC220V绝缘低报警",,"主配电板AC220V绝缘低报警",,"2135"
711,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9987 串口7模块",10,4,"-1",1.00000000e+00,0.00000000e+00,1,64,0,,,,0,0.00000000e+00,1,"0",1,711,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"优先脱扣及紧急切断系统电源故障报警",,"优先脱扣及紧急切断电源故",,"2136"
712,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",10,5,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"5",0,712,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"1号主机燃油备用泵运行",,"1号主机燃油备用泵运行",,"2137"
713,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",10,6,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"5",0,713,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"1号齿轮箱工作油泵运行",,"1号齿轮箱工作油泵运行",,"2138"
714,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",10,7,"-1",1.00000000e+00,0.00000000e+00,1,64,0,,,,0,0.00000000e+00,1,"5",0,714,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"1号齿轮箱滑油备用泵兼预供泵运行",,"1齿轮箱滑油备泵兼预供泵",,"2139"
715,0,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#串口",5,"HT-9987 串口7模块",10,8,"-1",1.00000000e+00,0.00000000e+00,1,64,0,,,,0,0.00000000e+00,1,"5",0,715,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"1号主机滑油备用泵兼预供泵运行",,"1主机滑油备泵兼预供泵",,"2140"
