No,PAGENM,PAGENM_EN,PAGENo,ITEMNo,PAGEID,TAGID,TESTPOINTNAME,PROPERTY,SYSTEMID,STATIONID,IOMODULEID,POINTID,GRAPHINDEX
10,变压器及功率管理,,20,14,3001,118003,TR2 V相绕组温度,,1,2,3,5,
10,变压器及功率管理,,20,15,3001,118004,TR2 W相绕组温度,,1,2,3,6,
10,变压器及功率管理,,20,16,3001,118005,TR2预充磁线路熔断器故障,,1,1,2,31,
10,变压器及功率管理,,20,18,3001,119001,1#UPS故障报警,,1,4,2,23,
10,变压器及功率管理,,20,19,3001,119002,1#UPS负载开关跳闸/绝缘低报警,,1,4,2,25,
10,变压器及功率管理,,20,20,3001,120001,2#UPS故障报警,,1,4,3,23,
10,变压器及功率管理,,20,21,3001,120002,2#UPS负载开关跳闸/绝缘低报警,,1,4,3,25,
10,驾驶室处理单元,,21,1,3001,121001,1#电推驾驶室速度报警,,1,1,10,5,
10,驾驶室处理单元,,21,2,3001,121002,1#电推驾驶室舵角报警,,1,1,10,6,
10,驾驶室处理单元,,21,4,3001,122001,2#电推驾驶室速度报警,,1,1,10,7,
10,驾驶室处理单元,,21,5,3001,122002,2#电推驾驶室舵角报警,,1,1,10,8,
10,PMS 1#机通讯,,22,1,3001,301010,1＃机起动故障,,1,6,1,1,
10,PMS 1#机通讯,,22,2,3001,301011,1＃机连接故障,,1,6,1,2,
10,PMS 1#机通讯,,22,3,3001,301012,1＃机断开故障,,1,6,1,3,
10,PMS 1#机通讯,,22,4,3001,301013,1＃机停车故障,,1,6,1,4,
10,PMS 1#机通讯,,22,5,3001,301014,1＃机预警,,1,6,1,5,
10,PMS 1#机通讯,,22,6,3001,301015,1＃机停车报警,,1,6,1,6,
10,PMS 1#机通讯,,22,7,3001,301016,1＃机电压高,,1,6,1,7,
10,PMS 1#机通讯,,22,8,3001,301017,1＃机电压低,,1,6,1,8,
10,PMS 1#机通讯,,22,9,3001,301018,1＃机频率高,,1,6,1,9,
10,PMS 1#机通讯,,22,10,3001,301019,1＃机频率低,,1,6,1,10,
10,PMS 1#机通讯,,22,11,3001,301020,1＃机电流高,,1,6,1,11,
10,PMS 1#机通讯,,22,12,3001,301021,1＃机电流低,,1,6,1,12,
10,PMS 1#机通讯,,22,13,3001,301022,1＃机功率高,,1,6,1,13,
10,PMS 1#机通讯,,22,14,3001,301023,1＃机功率低,,1,6,1,14,
10,PMS 1#机通讯,,22,15,3001,301024,1＃机断路器不可用/脱扣,,1,6,1,15,
10,PMS 1#机通讯,,22,16,3001,301025,1＃机处于手动模式,,1,6,1,16,
10,PMS 1#机通讯,,22,17,3001,301114,1#机开关可用,,1,6,4,17,
10,PMS 1#机通讯,,22,18,3001,301115,1#机主开关状态,,1,6,4,18,
10,PMS 1#机通讯,,22,19,3001,301116,1#机遥控状态,,1,6,4,19,
10,PMS 1#机通讯,,22,20,3001,301117,1#机备完,,1,6,4,20,
10,PMS 1#机通讯,,22,21,3001,301118,1#机停车,,1,6,4,21,
10,PMS 1#机通讯,,22,22,3001,301119,1#机运行,,1,6,4,22,
10,PMS 1#机通讯,,22,23,3001,301120,1#机紧停,,1,6,4,23,
10,PMS 1#机通讯,,22,24,3001,301160,1#机电流,,1,6,5,31,
10,PMS 1#机通讯,,22,25,3001,301161,1#机频率,,1,6,5,32,
10,PMS 1#机通讯,,22,26,3001,301162,1#机功率,,1,6,6,1,
10,PMS 1#机通讯,,22,27,3001,301163,1#机电压,,1,6,6,2,
10,PMS 1#机通讯,,22,28,3001,301178,1#机开关断开CMD,,1,6,6,17,
10,PMS 1#机通讯,,22,29,3001,301179,1#机开关闭合CMD,,1,6,6,18,
10,PMS 1#机通讯,,22,30,3001,301181,1#机停机CMD,,1,6,6,20,
10,PMS 2#机通讯,,23,1,3001,301026,2＃机起动故障,,1,6,1,17,
10,PMS 2#机通讯,,23,2,3001,301027,2＃机连接故障,,1,6,1,18,
10,PMS 2#机通讯,,23,3,3001,301028,2＃机断开故障,,1,6,1,19,
10,PMS 2#机通讯,,23,4,3001,301029,2＃机停车故障,,1,6,1,20,
10,PMS 2#机通讯,,23,5,3001,301030,2＃机预警,,1,6,1,21,
10,PMS 2#机通讯,,23,6,3001,301031,2＃机停车报警,,1,6,1,22,
10,PMS 2#机通讯,,23,7,3001,301032,2＃机电压高,,1,6,1,23,
10,PMS 2#机通讯,,23,8,3001,301033,2＃机电压低,,1,6,1,24,
10,PMS 2#机通讯,,23,9,3001,301034,2＃机频率高,,1,6,1,25,
10,PMS 2#机通讯,,23,10,3001,301035,2＃机频率低,,1,6,1,26,
10,PMS 2#机通讯,,23,11,3001,301036,2＃机电流高,,1,6,1,27,
10,PMS 2#机通讯,,23,12,3001,301037,2＃机电流低,,1,6,1,28,
10,PMS 2#机通讯,,23,13,3001,301038,2＃机功率高,,1,6,1,29,
10,PMS 2#机通讯,,23,14,3001,301039,2＃机功率低,,1,6,1,30,
10,PMS 2#机通讯,,23,15,3001,301040,2＃机断路器不可用/脱扣,,1,6,1,31,
10,PMS 2#机通讯,,23,16,3001,301041,2＃机处于手动模式,,1,6,1,32,
10,PMS 2#机通讯,,23,17,3001,301128,2#机开关可用,,1,6,4,31,
10,PMS 2#机通讯,,23,18,3001,301129,2#机主开关状态,,1,6,4,32,
10,PMS 2#机通讯,,23,19,3001,301130,2#机遥控状态,,1,6,5,1,
10,PMS 2#机通讯,,23,20,3001,301131,2#机备完,,1,6,5,2,
10,PMS 2#机通讯,,23,21,3001,301132,2#机停车,,1,6,5,3,
10,PMS 2#机通讯,,23,22,3001,301133,2#机运行,,1,6,5,4,
10,PMS 2#机通讯,,23,23,3001,301134,2#机紧停,,1,6,5,5,
10,PMS 2#机通讯,,23,24,3001,301168,2#机电流,,1,6,6,7,
10,PMS 2#机通讯,,23,25,3001,301169,2#机频率,,1,6,6,8,
10,PMS 2#机通讯,,23,26,3001,301170,2#机功率,,1,6,6,9,
10,PMS 2#机通讯,,23,27,3001,301171,2#机电压,,1,6,6,10,
10,PMS 2#机通讯,,23,28,3001,301186,2#机开关断开CMD,,1,6,6,25,
10,PMS 2#机通讯,,23,29,3001,301187,2#机开关闭合CMD,,1,6,6,26,
10,PMS 2#机通讯,,23,30,3001,301189,2#机停机CMD,,1,6,6,28,
10,PMS 3#机通讯,,24,1,3001,301042,3＃机起动故障,,1,6,2,1,
10,PMS 3#机通讯,,24,2,3001,301043,3＃机连接故障,,1,6,2,2,
10,PMS 3#机通讯,,24,3,3001,301044,3＃机断开故障,,1,6,2,3,
10,PMS 3#机通讯,,24,4,3001,301045,3＃机停车故障,,1,6,2,4,
10,PMS 3#机通讯,,24,5,3001,301046,3＃机预警,,1,6,2,5,
10,PMS 3#机通讯,,24,6,3001,301047,3＃机停车报警,,1,6,2,6,
10,PMS 3#机通讯,,24,7,3001,301048,3＃机电压高,,1,6,2,7,
10,PMS 3#机通讯,,24,8,3001,301049,3＃机电压低,,1,6,2,8,
10,PMS 3#机通讯,,24,9,3001,301050,3＃机频率高,,1,6,2,9,
10,PMS 3#机通讯,,24,10,3001,301051,3＃机频率低,,1,6,2,10,
10,PMS 3#机通讯,,24,11,3001,301052,3＃机电流高,,1,6,2,11,
10,PMS 3#机通讯,,24,12,3001,301053,3＃机电流低,,1,6,2,12,
10,PMS 3#机通讯,,24,13,3001,301054,3＃机功率高,,1,6,2,13,
10,PMS 3#机通讯,,24,14,3001,301055,3＃机功率低,,1,6,2,14,
10,PMS 3#机通讯,,24,15,3001,301056,3＃机断路器不可用/脱扣,,1,6,2,15,
10,PMS 3#机通讯,,24,16,3001,301057,3＃机处于手动模式,,1,6,2,16,
10,PMS 3#机通讯,,24,17,3001,301121,3#机开关可用,,1,6,4,24,
10,PMS 3#机通讯,,24,18,3001,301122,3#机主开关状态,,1,6,4,25,
10,PMS 3#机通讯,,24,19,3001,301123,3#机遥控状态,,1,6,4,26,
10,PMS 3#机通讯,,24,20,3001,301124,3#机备完,,1,6,4,27,
10,PMS 3#机通讯,,24,21,3001,301125,3#机停车,,1,6,4,28,
10,PMS 3#机通讯,,24,22,3001,301126,3#机运行,,1,6,4,29,
10,PMS 3#机通讯,,24,23,3001,301127,3#机紧停,,1,6,4,30,
10,PMS 3#机通讯,,24,24,3001,301164,3#机电流,,1,6,6,3,
10,PMS 3#机通讯,,24,25,3001,301165,3#机频率,,1,6,6,4,
10,PMS 3#机通讯,,24,26,3001,301166,3#机功率,,1,6,6,5,
10,PMS 3#机通讯,,24,27,3001,301167,3#机电压,,1,6,6,6,
10,PMS 3#机通讯,,24,28,3001,301182,3#机开关断开CMD,,1,6,6,21,
10,PMS 3#机通讯,,24,29,3001,301183,3#机开关闭合CMD,,1,6,6,22,
10,PMS 3#机通讯,,24,30,3001,301185,3#机停机CMD,,1,6,6,24,
10,PMS 停泊机通讯,,25,1,3001,301058,停泊机起动故障,,1,6,2,17,
10,PMS 停泊机通讯,,25,2,3001,301059,停泊机连接故障,,1,6,2,18,
10,PMS 停泊机通讯,,25,3,3001,301060,停泊机断开故障,,1,6,2,19,
10,PMS 停泊机通讯,,25,4,3001,301061,停泊机停车故障,,1,6,2,20,
10,PMS 停泊机通讯,,25,5,3001,301062,停泊机预警,,1,6,2,21,
10,PMS 停泊机通讯,,25,6,3001,301063,停泊机停车报警,,1,6,2,22,
10,PMS 停泊机通讯,,25,7,3001,301064,停泊机电压高,,1,6,2,23,
10,PMS 停泊机通讯,,25,8,3001,301065,停泊机电压低,,1,6,2,24,
10,PMS 停泊机通讯,,25,9,3001,301066,停泊机频率高,,1,6,2,25,
10,PMS 停泊机通讯,,25,10,3001,301067,停泊机频率低,,1,6,2,26,
10,PMS 停泊机通讯,,25,11,3001,301068,停泊机电流高,,1,6,2,27,
10,PMS 停泊机通讯,,25,12,3001,301069,停泊机电流低,,1,6,2,28,
10,PMS 停泊机通讯,,25,13,3001,301070,停泊机功率高,,1,6,2,29,
10,PMS 停泊机通讯,,25,14,3001,301071,停泊机功率低,,1,6,2,30,
10,PMS 停泊机通讯,,25,15,3001,301072,停泊机断路器不可用/脱扣,,1,6,2,31,
10,PMS 停泊机通讯,,25,16,3001,301073,停泊机处于手动模式,,1,6,2,32,
10,PMS 停泊机通讯,,25,17,3001,301135,停泊机开关可用,,1,6,5,6,
10,PMS 停泊机通讯,,25,18,3001,301136,停泊机主开关状态,,1,6,5,7,
10,PMS 停泊机通讯,,25,19,3001,301137,停泊机遥控状态,,1,6,5,8,
10,PMS 停泊机通讯,,25,20,3001,301138,停泊机备完,,1,6,5,9,
10,PMS 停泊机通讯,,25,21,3001,301139,停泊机停车,,1,6,5,10,
10,PMS 停泊机通讯,,25,22,3001,301140,停泊机运行,,1,6,5,11,
10,PMS 停泊机通讯,,25,23,3001,301141,停泊机紧停,,1,6,5,12,
10,PMS 停泊机通讯,,25,24,3001,301172,停泊机电流,,1,6,6,11,
10,PMS 停泊机通讯,,25,25,3001,301173,停泊机频率1,,1,6,6,12,
10,PMS 停泊机通讯,,25,26,3001,301174,停泊机功率,,1,6,6,13,
10,PMS 停泊机通讯,,25,27,3001,301175,停泊机电压,,1,6,6,14,
10,PMS 停泊机通讯,,25,28,3001,301190,停泊机开关断开CMD,,1,6,6,29,
10,PMS 停泊机通讯,,25,29,3001,301191,停泊机开关闭合CMD,,1,6,6,30,
10,PMS 停泊机通讯,,25,30,3001,301193,停泊机停机CMD,,1,6,6,32,
10,PMS汇流排1,,26,1,3001,301074,汇流排左段（A）失电,,1,6,3,1,
10,PMS汇流排1,,26,2,3001,301075,汇流排右段（B）失电,,1,6,3,2,
10,PMS汇流排1,,26,3,3001,301076,主配电板汇流排左段(A)电压高,,1,6,3,3,
10,PMS汇流排1,,26,4,3001,301079,主配电板汇流排左段(A)电压低,,1,6,3,6,
10,PMS汇流排1,,26,5,3001,301078,主配电板汇流排右段(B)电压高,,1,6,3,5,
10,PMS汇流排1,,26,6,3001,301077,主配电板汇流排右段(B)电压低,,1,6,3,4,
10,PMS汇流排1,,26,7,3001,301080,汇流排断路器 不可用/脱扣,,1,6,3,7,
10,PMS汇流排1,,26,8,3001,301081,1＃变压器断路器A不可用/脱扣,,1,6,3,8,
10,PMS汇流排1,,26,9,3001,301082,2＃变压器断路器A不可用/脱扣,,1,6,3,9,
10,PMS汇流排1,,26,10,3001,301083,PMS 1＃重载设备无功率可用,,1,6,3,10,
10,PMS汇流排1,,26,11,3001,301084,PMS 2＃重载设备无功率可用,,1,6,3,11,
10,PMS汇流排1,,26,12,3001,301085,PMS 3＃重载设备无功率可用,,1,6,3,12,
10,PMS汇流排1,,26,13,3001,301086,PMS 4＃重载设备无功率可用,,1,6,3,13,
10,PMS汇流排1,,26,14,3001,301087,PMS 对选择模式的电站可用报警,,1,6,3,14,
10,PMS汇流排1,,26,15,3001,301142,配电板自动,,1,6,5,13,
10,PMS汇流排1,,26,16,3001,301143,母联开关可用,,1,6,5,14,
10,PMS汇流排1,,26,17,3001,301144,母联开关闭合,,1,6,5,15,
10,PMS汇流排1,,26,18,3001,301145,母联400V开关闭合,,1,6,5,16,
10,PMS汇流排1,,26,19,3001,301146,TR1 开关可用,,1,6,5,17,
10,PMS汇流排1,,26,20,3001,301147,TR1 开关闭合,,1,6,5,18,
10,PMS汇流排1,,26,21,3001,301148,TR1 开关自动,,1,6,5,19,
10,PMS汇流排1,,26,22,3001,301149,TR1 400V开关闭合,,1,6,5,20,
10,PMS汇流排1,,26,23,3001,301150,BT1重载请求查询,,1,6,5,21,
10,PMS汇流排1,,26,24,3001,301151,BT2重载请求查询,,1,6,5,22,
10,PMS汇流排1,,26,25,3001,301152,400V左段失电,,1,6,5,23,
10,PMS汇流排1,,26,26,3001,301153,TR2 开关可用,,1,6,5,24,
10,PMS汇流排1,,26,27,3001,301154,TR2 开关闭合,,1,6,5,25,
10,PMS汇流排1,,26,28,3001,301155,TR2 开关自动,,1,6,5,26,
10,PMS汇流排1,,26,29,3001,301156,TR2 400V开关闭合,,1,6,5,27,
10,PMS汇流排1,,26,30,3001,301157,1ACC重载请求查询,,1,6,5,28,
10,PMS汇流排2,,27,1,3001,301158,2ACC重载请求查询,,1,6,5,29,
10,PMS汇流排2,,27,2,3001,301159,400V右段失电,,1,6,5,30,
10,PMS汇流排2,,27,3,3001,301176,汇流排左段电压,,1,6,6,15,
10,PMS汇流排2,,27,4,3001,301177,汇流排右段电压,,1,6,6,16,
10,PMS汇流排2,,27,5,3001,301194,TIE 开关断开CMD,,1,6,7,1,
10,PMS汇流排2,,27,6,3001,301195,TIE 开关闭合CMD,,1,6,7,2,
10,PMS汇流排2,,27,7,3001,301196,PMS报警信号,,1,6,7,3,
10,PMS汇流排2,,27,8,3001,301197,BT1重载允许,,1,6,7,4,
10,PMS汇流排2,,27,9,3001,301198,BT2重载允许,,1,6,7,5,
10,PMS汇流排2,,27,10,3001,301199,TR1开关闭合CMD,,1,6,7,6,
10,PMS汇流排2,,27,11,3001,301200,1ACC重载允许,,1,6,7,7,
10,PMS汇流排2,,27,12,3001,301201,2ACC重载允许,,1,6,7,8,
10,PMS汇流排2,,27,13,3001,301202,TR2开关闭合CMD,,1,6,7,9,
10,PMS汇流排2,,27,14,3001,301009,1#发电机差分保护激活,,1,6,7,18,
10,PMS汇流排2,,27,15,3001,301010,2#发电机差分保护激活,,1,6,7,19,
10,PMS汇流排2,,27,16,3001,301011,3#发电机差分保护激活,,1,6,7,20,
10,PMS汇流排2,,27,17,3001,301012,停泊机差分保护激活,,1,6,7,21,
10,PMS采集卡通讯,,28,1,3001,301088,AC800 控制器错误,,1,6,3,15,
10,PMS采集卡通讯,,28,2,3001,301089,AC800控制器报警,,1,6,3,16,
10,PMS采集卡通讯,,28,3,3001,301090,AC800 CPU错误,,1,6,3,17,
10,PMS采集卡通讯,,28,4,3001,301091,AC800 CPU报警,,1,6,3,18,
10,PMS采集卡通讯,,28,5,3001,301092,数字量输入卡DI810-1错误,,1,6,3,19,
10,PMS采集卡通讯,,28,6,3001,301093,数字量输入卡DI810-2错误,,1,6,3,20,
10,PMS采集卡通讯,,28,7,3001,301094,数字量输入卡DI810-3错误,,1,6,3,21,
10,PMS采集卡通讯,,28,8,3001,301095,数字量输入卡DI810-4错误,,1,6,3,22,
10,PMS采集卡通讯,,28,9,3001,301096,模拟量输入卡AI810-1错误,,1,6,3,23,
10,PMS采集卡通讯,,28,10,3001,301097,模拟量输入卡AI810-2错误,,1,6,3,24,
10,PMS采集卡通讯,,28,11,3001,301098,模拟量输入卡AI810-3错误,,1,6,3,25,
10,PMS采集卡通讯,,28,12,3001,301099,模拟量输入卡AI810-4错误,,1,6,3,26,
10,PMS采集卡通讯,,28,13,3001,301100,模拟量输入卡AI810-5错误,,1,6,3,27,
10,PMS采集卡通讯,,28,14,3001,301101,模拟量输入卡AI810-1报警,,1,6,3,28,
10,PMS采集卡通讯,,28,15,3001,301102,模拟量输入卡AI810-2报警,,1,6,3,29,
10,PMS采集卡通讯,,28,16,3001,301103,模拟量输入卡AI810-3报警,,1,6,3,30,
10,PMS采集卡通讯,,28,17,3001,301112,模拟量输入卡AI810-4报警,,1,6,4,15,
10,PMS采集卡通讯,,28,18,3001,301113,模拟量输入卡AI810-5报警,,1,6,4,16,
10,PMS采集卡通讯,,28,19,3001,301104,数字量输出卡DO820-1错误,,1,6,3,31,
10,PMS采集卡通讯,,28,20,3001,301105,数字量输出卡DO820-2错误,,1,6,3,32,
10,PMS采集卡通讯,,28,21,3001,301106,数字量输出卡DO820-3错误,,1,6,4,1,
10,PMS采集卡通讯,,28,22,3001,301107,数字量输出卡DO820-4错误,,1,6,4,2,
10,PMS采集卡通讯,,28,23,3001,301108,数字量输出卡DO820-5错误,,1,6,4,3,
10,PMS采集卡通讯,,28,24,3001,301109,数字量输出卡DO820-6错误,,1,6,4,4,
10,PMS采集卡通讯,,28,25,3001,301110,模拟量输出卡DO820-1错误,,1,6,4,5,
10,PMS采集卡通讯,,28,26,3001,301111,数字量输出卡DO820-1报警,,1,6,4,6,
10,热水/艏侧推/减摇,,29,1,3001,701002,燃油锅炉燃烧器运行,,1,2,5,28,
10,热水/艏侧推/减摇,,29,2,3001,701001,燃油锅炉综合故障报警,,1,2,5,27,
10,热水/艏侧推/减摇,,29,3,3001,702001,1#艏侧推中央控制单元,,1,3,1,6,
10,热水/艏侧推/减摇,,29,4,3001,702002,1#艏侧推综合故障报警,,1,3,1,5,
10,热水/艏侧推/减摇,,29,5,3001,702004,1号艏侧推电机BT1电流,,1,1,4,1,
10,热水/艏侧推/减摇,,29,6,3001,702005,1#艏侧推电机运行指示,,1,3,1,1,
10,热水/艏侧推/减摇,,29,7,3001,702006,2#艏侧推中央控制单元,,1,3,1,8,
10,热水/艏侧推/减摇,,29,8,3001,702007,2#艏侧推综合故障报警,,1,3,1,7,
10,热水/艏侧推/减摇,,29,9,3001,702009,2号艏侧推电机BT2电流,,1,1,4,2,
10,热水/艏侧推/减摇,,29,10,3001,702010,2#艏侧推电机运行指示,,1,3,1,3,
10,热水/艏侧推/减摇,,29,12,3001,703001,减摇水舱综合故障,,1,1,10,3,
10,热水/艏侧推/减摇,,29,13,3001,704001,减摇鳍综合故障,,1,1,10,1,
10,分油机/水油分离,,30,1,3001,705001,1#燃油分油机运行指示,,1,3,1,9,
10,分油机/水油分离,,30,2,3001,705002,1#燃油分油机公共报警,,1,3,1,10,
10,分油机/水油分离,,30,3,3001,705003,2#燃油分油机运行指示,,1,3,1,11,
10,分油机/水油分离,,30,4,3001,705004,2#燃油分油机公共报警,,1,3,1,12,
10,分油机/水油分离,,30,6,3001,706001,1#滑油分油机运行指示,,1,3,1,13,
10,分油机/水油分离,,30,7,3001,706002,1#滑油分油机公共报警,,1,3,1,14,
10,分油机/水油分离,,30,8,3001,706003,2#滑油分油机运行指示,,1,3,1,15,
10,分油机/水油分离,,30,9,3001,706004,2#滑油分油机公共报警,,1,3,1,16,
10,分油机/水油分离,,30,11,3001,707001,舱底水油水分离器电源运行指示,,1,2,4,28,
10,分油机/水油分离,,30,12,3001,707002,舱底水油水分离器油分浓度高,,1,2,4,27,
10,分油机/水油分离,,30,13,3001,707003,舱底水油水分离器精滤器超压,,1,2,4,25,
10,分油机/水油分离,,30,14,3001,707004,舱底水油水分离器膜损坏,,1,2,4,26,
10,反渗透装置/空压机,,31,1,3001,708001,1#反渗透海水淡化供水泵运行,,1,2,4,17,
10,反渗透装置/空压机,,31,2,3001,708002,1#反渗透海水淡化高压泵运行,,1,2,4,18,
10,反渗透装置/空压机,,31,3,3001,708003,1#反渗透海水淡化进水压力低,,1,2,4,19,
10,反渗透装置/空压机,,31,4,3001,708004,1#反渗透海水淡化盐分浓度高,,1,2,4,20,
10,反渗透装置/空压机,,31,5,3001,708005,2#反渗透海水淡化供水泵运行,,1,2,4,21,
10,反渗透装置/空压机,,31,6,3001,708006,2#反渗透海水淡化高压泵运行,,1,2,4,22,
10,反渗透装置/空压机,,31,7,3001,708007,2#反渗透海水淡化进水压力低,,1,2,4,23,
10,反渗透装置/空压机,,31,8,3001,708008,2#反渗透海水淡化盐分浓度高,,1,2,4,24,
10,反渗透装置/空压机,,31,10,3001,709001,1#空压机运行指示,,1,2,5,3,
10,反渗透装置/空压机,,31,11,3001,709002,1#空压机综合故障,,1,2,5,4,
10,反渗透装置/空压机,,31,12,3001,709003,2#空压机运行指示,,1,2,5,5,
10,反渗透装置/空压机,,31,13,3001,709004,2#空压机综合故障,,1,2,5,6,
10,反渗透装置/空压机,,31,14,3001,710001,应急空压机运行指示,,1,2,5,7,
10,反渗透装置/空压机,,31,15,3001,710002,应急空压机综合故障,,1,2,5,8,
10,反渗透装置/空压机,,31,17,3001,714001,快关阀空气瓶压力低报警,,1,3,1,31,
10,反渗透装置/空压机,,31,19,3001,1289,1#主空气瓶压力,,1,3,5,1,
10,反渗透装置/空压机,,31,20,3001,1357,2#主空气瓶压力,,1,3,5,5,
10,反渗透装置/空压机,,31,21,3001,1290,副空气瓶压力,,1,3,5,2,
10,反渗透装置/空压机,,31,22,3001,1291,控制空气瓶压力,,1,3,5,3,
10,反渗透装置/空压机,,31,23,3001,1292,海水泵压力,,1,3,5,4,
10,水压力柜,,32,1,3001,715003,海水压力柜运行指示,,1,3,1,17,
10,水压力柜,,32,2,3001,715002,海水压力柜综合故障,,1,3,1,18,
10,水压力柜,,32,3,3001,716003,淡水压力柜运行指示,,1,3,1,19,
10,水压力柜,,32,4,3001,716002,淡水压力柜综合故障,,1,3,1,20,
10,水压力柜,,32,5,3001,717003,饮水压力柜运行指示,,1,3,1,21,
10,水压力柜,,32,6,3001,717002,饮水压力柜综合故障,,1,3,1,22,
10,水压力柜,,32,8,3001,719005,消防稳压柜压力过低报警,,1,3,1,23,
10,水压力柜,,32,9,3001,719003,消防稳压柜稳压泵运行,,1,3,1,24,
10,水压力柜,,32,10,3001,719002,消防稳压柜电机过载报警,,1,3,1,25,
10,水压力柜,,32,12,3001,718001,电蒸热水柜加热器运行指示,,1,3,1,27,
10,水压力柜,,32,13,3001,718002,电蒸热水柜热水泵运行指示,,1,3,1,28,
10,水压力柜,,32,14,3001,718003,电蒸热水柜综合故障报警,,1,3,1,29,
10,液位/水密门/污水,,33,1,3001,720001,2#水密门综合故障(FR66),,1,2,5,15,
10,液位/水密门/污水,,33,2,3001,720002,1#水密门综合故障(FR12),,1,2,6,17,
10,液位/水密门/污水,,33,4,3001,722001,1#污水处理装置供电运行指示,,1,3,2,1,
10,液位/水密门/污水,,33,5,3001,722002,1#污水处理装置综合故障报警,,1,3,2,2,
10,液位/水密门/污水,,33,6,3001,722003,1#污水处理装置粉碎泵运行指示,,1,3,2,3,
10,液位/水密门/污水,,33,7,3001,722004,1#污水处理装置缓冲柜高位报警,,1,3,2,4,
10,液位/水密门/污水,,33,8,3001,722005,2#污水处理装置供电运行指示,,1,3,2,5,
10,液位/水密门/污水,,33,9,3001,722006,2#污水处理装置综合故障报警,,1,3,2,6,
10,液位/水密门/污水,,33,10,3001,722007,2#污水处理装置粉碎泵运行指示,,1,3,2,7,
10,液位/水密门/污水,,33,11,3001,722008,2#污水处理装置缓冲柜高位报警,,1,3,2,8,
10,消防/水炮,,34,1,3001,723001,CO2报警器箱超压泄放报警,,1,3,2,11,
10,消防/水炮,,34,2,3001,723002,CO2报警箱AC220V失电报警,,1,3,2,9,
